:,L,A,B,E,L
612,IfcFace
615,IfcFace
618,IfcFace
621,IfcFace
624,IfcFace
627,IfcFace
630,IfcFace
633,IfcFace
636,IfcFace
639,IfcFace
642,IfcFace
645,IfcFace
648,IfcFace
651,IfcFace
654,IfcFace
657,IfcFace
660,IfcFace
663,IfcFace
666,IfcFace
669,IfcFace
672,IfcFace
675,IfcFace
678,IfcFace
681,IfcFace
684,IfcFace
687,IfcFace
690,IfcFace
693,IfcFace
696,IfcFace
699,IfcFace
702,IfcFace
705,IfcFace
708,IfcFace
711,IfcFace
714,IfcFace
717,IfcFace
720,IfcFace
723,IfcFace
726,IfcFace
729,IfcFace
732,IfcFace
735,IfcFace
738,IfcFace
741,IfcFace
744,IfcFace
747,IfcFace
750,IfcFace
753,IfcFace
756,IfcFace
759,IfcFace
762,IfcFace
765,IfcFace
768,IfcFace
771,IfcFace
774,IfcFace
777,IfcFace
780,IfcFace
783,IfcFace
786,IfcFace
789,IfcFace
792,IfcFace
795,IfcFace
798,IfcFace
801,IfcFace
804,IfcFace
807,IfcFace
810,IfcFace
813,IfcFace
816,IfcFace
819,IfcFace
822,IfcFace
825,IfcFace
828,IfcFace
831,IfcFace
834,IfcFace
837,IfcFace
840,IfcFace
843,IfcFace
846,IfcFace
849,IfcFace
852,IfcFace
855,IfcFace
858,IfcFace
861,IfcFace
864,IfcFace
867,IfcFace
870,IfcFace
873,IfcFace
876,IfcFace
879,IfcFace
882,IfcFace
885,IfcFace
888,IfcFace
891,IfcFace
894,IfcFace
897,IfcFace
900,IfcFace
903,IfcFace
906,IfcFace
909,IfcFace
912,IfcFace
915,IfcFace
918,IfcFace
921,IfcFace
924,IfcFace
927,IfcFace
930,IfcFace
933,IfcFace
936,IfcFace
939,IfcFace
942,IfcFace
945,IfcFace
948,IfcFace
951,IfcFace
954,IfcFace
957,IfcFace
960,IfcFace
963,IfcFace
966,IfcFace
969,IfcFace
972,IfcFace
975,IfcFace
978,IfcFace
981,IfcFace
984,IfcFace
987,IfcFace
990,IfcFace
993,IfcFace
996,IfcFace
999,IfcFace
1002,IfcFace
1005,IfcFace
1008,IfcFace
1011,IfcFace
1014,IfcFace
1017,IfcFace
1020,IfcFace
1023,IfcFace
1026,IfcFace
1029,IfcFace
1032,IfcFace
1035,IfcFace
1038,IfcFace
1041,IfcFace
1044,IfcFace
1047,IfcFace
1050,IfcFace
1053,IfcFace
1056,IfcFace
1059,IfcFace
1062,IfcFace
1065,IfcFace
1068,IfcFace
1071,IfcFace
1074,IfcFace
1077,IfcFace
1080,IfcFace
1083,IfcFace
1086,IfcFace
1089,IfcFace
1092,IfcFace
1095,IfcFace
1098,IfcFace
1101,IfcFace
1104,IfcFace
1107,IfcFace
1110,IfcFace
1113,IfcFace
1116,IfcFace
1119,IfcFace
1122,IfcFace
1125,IfcFace
1128,IfcFace
1131,IfcFace
1134,IfcFace
1137,IfcFace
1140,IfcFace
1143,IfcFace
1146,IfcFace
1149,IfcFace
1152,IfcFace
1155,IfcFace
1158,IfcFace
1161,IfcFace
1164,IfcFace
1167,IfcFace
1170,IfcFace
1173,IfcFace
1176,IfcFace
1179,IfcFace
1182,IfcFace
1185,IfcFace
1188,IfcFace
1191,IfcFace
1194,IfcFace
1197,IfcFace
1200,IfcFace
1203,IfcFace
1206,IfcFace
1209,IfcFace
1212,IfcFace
1215,IfcFace
1218,IfcFace
1221,IfcFace
1224,IfcFace
1227,IfcFace
1230,IfcFace
1233,IfcFace
1236,IfcFace
1239,IfcFace
1242,IfcFace
1245,IfcFace
1248,IfcFace
1251,IfcFace
1254,IfcFace
1257,IfcFace
1260,IfcFace
1263,IfcFace
1266,IfcFace
1269,IfcFace
1272,IfcFace
1275,IfcFace
1278,IfcFace
1281,IfcFace
1284,IfcFace
1287,IfcFace
1290,IfcFace
1293,IfcFace
1296,IfcFace
1299,IfcFace
1302,IfcFace
1305,IfcFace
1308,IfcFace
1311,IfcFace
1314,IfcFace
1317,IfcFace
1320,IfcFace
1323,IfcFace
1326,IfcFace
1329,IfcFace
1332,IfcFace
1335,IfcFace
1338,IfcFace
1341,IfcFace
1344,IfcFace
1347,IfcFace
1350,IfcFace
1353,IfcFace
1356,IfcFace
1359,IfcFace
1362,IfcFace
1365,IfcFace
1368,IfcFace
1371,IfcFace
1374,IfcFace
1377,IfcFace
1380,IfcFace
1383,IfcFace
1386,IfcFace
1389,IfcFace
1392,IfcFace
1395,IfcFace
1398,IfcFace
1401,IfcFace
1404,IfcFace
1407,IfcFace
1410,IfcFace
1413,IfcFace
1416,IfcFace
1419,IfcFace
1422,IfcFace
1425,IfcFace
1428,IfcFace
1431,IfcFace
1434,IfcFace
1437,IfcFace
1440,IfcFace
1443,IfcFace
1446,IfcFace
1449,IfcFace
1452,IfcFace
1455,IfcFace
1458,IfcFace
1461,IfcFace
1464,IfcFace
1467,IfcFace
1470,IfcFace
1473,IfcFace
1476,IfcFace
1479,IfcFace
1482,IfcFace
1485,IfcFace
1488,IfcFace
1491,IfcFace
1494,IfcFace
1497,IfcFace
1500,IfcFace
1503,IfcFace
1506,IfcFace
1509,IfcFace
1512,IfcFace
1515,IfcFace
1518,IfcFace
1521,IfcFace
1524,IfcFace
1527,IfcFace
1530,IfcFace
1533,IfcFace
1536,IfcFace
1539,IfcFace
1542,IfcFace
1545,IfcFace
1548,IfcFace
1551,IfcFace
1554,IfcFace
1557,IfcFace
1560,IfcFace
1563,IfcFace
1566,IfcFace
1569,IfcFace
1572,IfcFace
1575,IfcFace
1578,IfcFace
1581,IfcFace
1584,IfcFace
1587,IfcFace
1590,IfcFace
1593,IfcFace
1596,IfcFace
1599,IfcFace
1602,IfcFace
1605,IfcFace
1608,IfcFace
1611,IfcFace
1614,IfcFace
1617,IfcFace
1620,IfcFace
1623,IfcFace
1626,IfcFace
1629,IfcFace
1632,IfcFace
1635,IfcFace
1638,IfcFace
1641,IfcFace
1644,IfcFace
1647,IfcFace
1650,IfcFace
1653,IfcFace
1656,IfcFace
1659,IfcFace
1662,IfcFace
1665,IfcFace
1668,IfcFace
1671,IfcFace
1674,IfcFace
1677,IfcFace
1680,IfcFace
1683,IfcFace
1686,IfcFace
1689,IfcFace
1692,IfcFace
1695,IfcFace
1698,IfcFace
1701,IfcFace
1704,IfcFace
1707,IfcFace
1710,IfcFace
1713,IfcFace
1716,IfcFace
1719,IfcFace
1722,IfcFace
1725,IfcFace
1728,IfcFace
1731,IfcFace
1734,IfcFace
1737,IfcFace
1740,IfcFace
1743,IfcFace
1746,IfcFace
1749,IfcFace
1752,IfcFace
1755,IfcFace
1758,IfcFace
1761,IfcFace
1764,IfcFace
1767,IfcFace
1770,IfcFace
1773,IfcFace
1776,IfcFace
1779,IfcFace
1782,IfcFace
1785,IfcFace
1788,IfcFace
1791,IfcFace
1794,IfcFace
1797,IfcFace
1800,IfcFace
1803,IfcFace
1806,IfcFace
1809,IfcFace
1812,IfcFace
1815,IfcFace
1818,IfcFace
1821,IfcFace
1824,IfcFace
1827,IfcFace
1830,IfcFace
1833,IfcFace
1836,IfcFace
1839,IfcFace
1842,IfcFace
1845,IfcFace
1848,IfcFace
1851,IfcFace
1854,IfcFace
1857,IfcFace
1860,IfcFace
1863,IfcFace
1866,IfcFace
1869,IfcFace
1872,IfcFace
1875,IfcFace
1878,IfcFace
1881,IfcFace
1884,IfcFace
1887,IfcFace
1890,IfcFace
1893,IfcFace
1896,IfcFace
1899,IfcFace
1902,IfcFace
1905,IfcFace
1908,IfcFace
1911,IfcFace
1914,IfcFace
1917,IfcFace
1920,IfcFace
1923,IfcFace
1926,IfcFace
1929,IfcFace
1932,IfcFace
1935,IfcFace
1938,IfcFace
1941,IfcFace
1944,IfcFace
1947,IfcFace
1950,IfcFace
1953,IfcFace
1956,IfcFace
1959,IfcFace
1962,IfcFace
1965,IfcFace
1968,IfcFace
1971,IfcFace
1974,IfcFace
1977,IfcFace
1980,IfcFace
1983,IfcFace
1986,IfcFace
1989,IfcFace
1992,IfcFace
1995,IfcFace
1998,IfcFace
2001,IfcFace
2004,IfcFace
2007,IfcFace
2010,IfcFace
2013,IfcFace
2016,IfcFace
2019,IfcFace
2022,IfcFace
2025,IfcFace
2028,IfcFace
2031,IfcFace
2034,IfcFace
2037,IfcFace
2040,IfcFace
2043,IfcFace
2046,IfcFace
2049,IfcFace
2052,IfcFace
2055,IfcFace
2058,IfcFace
2061,IfcFace
2064,IfcFace
2067,IfcFace
2070,IfcFace
2073,IfcFace
2076,IfcFace
2079,IfcFace
2082,IfcFace
2085,IfcFace
2088,IfcFace
2091,IfcFace
2094,IfcFace
2097,IfcFace
2100,IfcFace
2103,IfcFace
2106,IfcFace
2109,IfcFace
2112,IfcFace
2115,IfcFace
2118,IfcFace
2121,IfcFace
2124,IfcFace
2127,IfcFace
2130,IfcFace
2133,IfcFace
2136,IfcFace
2139,IfcFace
2142,IfcFace
2145,IfcFace
2148,IfcFace
2151,IfcFace
2154,IfcFace
2157,IfcFace
2160,IfcFace
2163,IfcFace
2166,IfcFace
2169,IfcFace
2172,IfcFace
2175,IfcFace
2178,IfcFace
2181,IfcFace
2184,IfcFace
2187,IfcFace
2190,IfcFace
2193,IfcFace
2196,IfcFace
2199,IfcFace
2202,IfcFace
2205,IfcFace
2208,IfcFace
2211,IfcFace
2214,IfcFace
2217,IfcFace
2220,IfcFace
2223,IfcFace
2226,IfcFace
2229,IfcFace
2232,IfcFace
2235,IfcFace
2238,IfcFace
2241,IfcFace
2244,IfcFace
2247,IfcFace
2250,IfcFace
2253,IfcFace
2256,IfcFace
2259,IfcFace
2262,IfcFace
2265,IfcFace
2268,IfcFace
2271,IfcFace
2274,IfcFace
2277,IfcFace
2280,IfcFace
2283,IfcFace
2286,IfcFace
2289,IfcFace
2292,IfcFace
2295,IfcFace
2298,IfcFace
2301,IfcFace
2304,IfcFace
2307,IfcFace
2310,IfcFace
2313,IfcFace
2316,IfcFace
2319,IfcFace
